서비스ID,서비스명,서비스 요약,상세 링크,소관기관,대표연락처,신청가능여부,주소,태그,시작일,종료일,진행상태,INTRS_THEMA_CD,FMLY_CIRC_CD,BKJR_LFTM_CYC_CD,WLFARE_INFO_AGGRP_CD,카테고리,사업상태,사업기간,연락처,이메일,사업목적,지원대상,지원내용,신청방법,제출서류
S0006832281,농촌 다문화가정 모국방문,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0006832281&wlfareInfoReldBztpCd=03,농협재단,,, ,,20150204,20991231,진행중,문화·여가,다문화·탈북민,,,생계지원,,,,,,- 여성결혼이민자 부부와 그 자녀,"- 모국방문 왕복항공권 지급(대상자 부부 및 그 자녀) 
- 체재비 지원 등","- 기타 접수: 농협 계통사무소장 등의 추천, 매년 3~4월 공고 참조",
S0001018911,인재육성장학,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018911&wlfareInfoReldBztpCd=03,농협재단,,, ,,20150104,20991231,진행중,교육,,"아동,청소년",,생계지원,,,,,,"- 농업인 및 그 자녀로서 성적이 우수한 국내 대학 입학예정자
ㆍ농협 상임임원 및 정규직원 자녀가 아닌자 
- 고등학교 3학년 내신성적 또는 대학수학능력시험성적이 우수한 자
ㆍ지원자가 유리하다고 판단되는 요건을 선택하여 지원 
- 내신성적과 수능성적 지원자 구분 평가하여 고득점 순으로 최종 선발","- 한 학기당 등록금 실납입액 중 최대 300만원 이내에서 장학금 지원
ㆍ성적 일정기준(백분율 85점이상) 유지시 정규수업연한(최대 12학기) 동안 계속 지원
ㆍ타 장학금 수혜의 경우 해당 학기 지원대상에서 제외",- 인터넷 접수: jaedan.nonghyup.com,"- 지원 신청서(자기소개서 포함) 1부, 건강보험 자격득실확인서(부모 모두) 1부
- 주민등록등본(농업인과의 관계입증이 안될 경우 가족관계확인서) 1부
- 농업인 확인서, 조합원 증명서 중 택일 1부 
- 수능시험 성적증명서(수능성적지원자) 1부 
- 고등학교 성적증명서(내신성적지원자) 1부"
S0014823706,꿈키움장학,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014823706&wlfareInfoReldBztpCd=03,삼성꿈장학재단,,, ,,20130101,20991231,진행중,교육,,"아동,청소년",,생계지원,,,,,,"- 꿈장학, 하이원-꿈장학, SOS장학 해당 장학생","- 사제동행프로그램: 멘토와 장학생이 함께하는 멘토링 활동 프로그램 지원
- 자기개발활동지원: 장학생의 진로 개발 및 자기계발 활동 지원
- 금액미정","- 온라인 파일첨부: http://www.sdream.or.kr 
- 우편 제출: 서울특별시 용산구 후암로 107 게이트웨이타워 20층 
- 매년 5월 공고","- 지원자(학생): 나의 꿈, 나의 미래, 주민등록등본, 경제상황증빙서류"
S9765680990,무료법률상담 및 소송지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765680990&wlfareInfoReldBztpCd=03,대한법률구조공단,,, ,,20150914,20991231,진행중,,,"중장년,청년,노년",,채무·법률,,,,,,- 법률상담이 필요한 분,- 무료법률상담 및 소송지원,- 국번없이 132,
S0001048959,진료비지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001048959&wlfareInfoReldBztpCd=03,한국심장재단,,, ,,20130222,20991231,진행중,"신체건강,정신건강",저소득,,,건강·의료,,,,,,"- 지원병명: 심장병얼굴기형, 콩팥이식, 골수이식 
- 지원연령: 경제적 형편이 어려운 환자, 만 70세까지(골수이식은 만 65세까지)","- 수술위한 정밀 검사비, 수술비, 수술 후 1년 이내의 후유증 치료비(재입원비) 
- 금액 미정","- 인터넷 접수: new.heart.or.kr 
- 방문 및 우편 접수: 서울시 송파구 올림픽로 35가길 11, 207호 (신천동 한신오피스텔)) 
- 팩스 접수: 02-417-4880 
- 연중 접수","- 공통서류
ㆍ종합병원의 진단서, 주민등록등본, 주택관련서류, 재산세과세증명서 또는 미과세증명서, 전년도 근로소득원천징수영수증 혹은 최근 월급대장 6개월분 사본, 건강보험증 또는 의료급여증 사본, 추천서(병원 사회복지사 또는 관할 읍면동사무소 사회담당), 개인정보 수집 및 이용, 제공동의서 

- 추가서류
ㆍ토지대장, 사업자등록증, 사업장계약서, 소득금액증명원, 부채증명서, 자동차등록증 사본, 골수이식 보험 승인서, 콩팥공여자 확인서, 진료비 영수증, 보험증서, 환자 사진, 장애인 증명서 혹은 복지카드 사본"
S9765651025,시력회복 의료비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765651025&wlfareInfoReldBztpCd=03,하트하트재단,,, ,,20150420,20991231,진행중,"정신건강,신체건강",저소득,"청소년,청년,영유아,아동",,생계지원,,,,,,- 최저생계비 200%이하인 24세 이하 시력회복 의료비가 필요한 자,"- 시력회복 의료비 일체(각막이식, 인공수정체 삽입, 녹내장, 백내장, 사시교정, 의안삽입, 특수렌즈 제작 등) 1인당 최소 50만원 ~ 최대 200만원","- 공고시, 이메일 접수 및 병원 사회사업실 신청
- 신청기간: 1월~8월","- 신청서, 자료활용동의서, 진단서/ 선택: 수급자증명서, 차상위 증명서, 건강보험료 납입확인서"
S0001019825,금융교육사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001019825&wlfareInfoReldBztpCd=03,KSD 나눔재단,,, ,,20140101,20991231,진행중,"교육,서민금융",,"청년,아동,청소년",,아동지원,,,,,,"- 증권박물관 금융교육: 초등학교 3학년 이상 ~ 성인 
- 찾아가는 금융교육: 서울, 경기, 부산의 초중고 
- 드림스타트 금융교육: 방학기간 중 전국 드림스타트 대상 
- 사회새내기 금융특강: 서울 및 수도권 고교 졸업 예정자",- 금융관련 교육,- 인터넷 접수: 증권박물관 금융교실 홈페이지(nanum.ksd.or.kr),
S0001019827,장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001019827&wlfareInfoReldBztpCd=03,KSD 나눔재단,,, ,,20130212,20991231,진행중,교육,저소득,청년,,일자리,,,,,,"- 직업교육관련 학점은행제 교육훈련기관 소속 학점은행제 학습자 
- 국민기초생활보장수급자 및 그 자녀, 또는 차상위계층에 속하는 자 및 그 자녀 
- 직전학기 평점평균 80점(100점만점) 이상인 자 
- 소속 직업교육훈련기관장이 추천하는 자","- 지급금액: 1인당 연간 200만원 
- 지급방법: 학기당 100만원씩 2개 학기 지급",- 우편접수: 경기도 고양시 일산동구 백석동 1328번지,"- 국민기초생활보장 수급자: 기초생활수급자 증명서 1부
- 차상위계층: 차상위계층 증명서 1부"
S0001013009,기적을 품은 아이들,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001013009&wlfareInfoReldBztpCd=03,밀알복지재단,,, ,,20140101,20991231,진행중,"정신건강,신체건강",장애인,"아동,청소년",,아동지원,,,,,,"- 장애의 정도가 심하거나 이동의 어려움으로 인하여 재활치료를 받지 못하는 만 18세미만 중증 뇌병변, 뇌성마비 장애아동","- 의료 재활치료에 제한이 있는 장애 아동들의 가정을 방문해 재활치료 서비스를 제공 
- 가족에게 정서 지원 및 상담을 지원 
- 물리치료는 매주 1~2회 일대일로 진행","- 이메일 접수: miral4664@hanmail.net 
- 우편 접수: (우135-884) 서울시 강남구 밤고개로 1길 34(수서동 한울오피스텔) 201호 밀알복지재단 
- 연중 신청","- 공통 서류: 주민등록등본 1부
- (수급자일 경우) 수급증명서 1부
- (수급자가 아닐 경우) 건강보험납입증명서 1부, 부채증명원 1부, 소득증명원 1부, 임대차계약서 또는 전세계약서 1부, 진단소견서 1부"
S0014764423,특수교육,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014764423&wlfareInfoReldBztpCd=03,밀알복지재단,,, ,,20140101,20991231,진행중,교육,장애인,"아동,청소년",,아동지원,,,,,,"- 학령기 발달장애 아동, 청소년","- 유치원, 초등학교, 중,고등학교, 전공 과정 및 방과 후 학교를 운영하여 개별화 교육을 실시하고 정규교육을 받을 수 있도록 지원","- 이메일 접수: miral4664@hanmail.net 
- 우편 접수: (우135-884) 서울시 강남구 밤고개로 1길 34(수서동 한울오피스텔) 201호 밀알복지재단 
- 결원시 추가모집 공고(상시)",
S0043000501,저소득층 연탄지원,- 동절기 저소득층 연탄사용가구의 난방비 부담을 완화하고 서민연료의 안정적 공급과 에너지복지 향상에 기여될 수 있도록 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0043000501&wlfareInfoReldBztpCd=03,한국광해관리공단,,, ,,20140101,20991231,진행중,"에너지,주거",저소득,,,생계지원,,,,,- 동절기 저소득층 연탄사용가구의 난방비 부담을 완화하고 서민연료의 안정적 공급과 에너지복지 향상에 기여될 수 있도록 함,- 저소득 가정,- 저소득층 연탄지원(연탄쿠폰 발행),- 지자체 연계(매년 7월),
S0001019574,드림장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001019574&wlfareInfoReldBztpCd=03,장미란재단,,, ,,20130208,20991231,진행중,교육,"다문화·탈북민,한부모·조손,저소득","아동,청소년",,아동지원,,,,,,- 기초생활수급자 및 차상위계층 스포츠 꿈나무(청소년),- 200~300만원 지원,"- 우편접수: (412-220) 경기도 덕양구 화신로 190 장미란체육관 2층 장미란재단 
- 연중 수시접수","- 신청서 1부, 추천서 1부, 기초생활수급자 및 차상위계층 증명서 1부(해당자에 한해) 
- 기초생활수급자: 수급자 증명서 1부
- 차상위계층: 한부모가족 증명서, 가족관계 증명서, 차상위 본인부담경감 대상자 증명서 중 택1"
S0001012615,난방시설 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001012615&wlfareInfoReldBztpCd=03,귀뚜라미재단,,, ,,20130204,20991231,진행중,에너지,"저소득,장애인",노년,,안전위기,,,,,,"- 각 사회복지시설, 독거노인, 장애인 가정, 저소득 가정","- 난방시설 개보수 지원
ㆍ복지시설이나 저소득층에 보일러 등의 난방용품을 지원
- 복지시설 월동비용 지원
ㆍ김장비, 난방용 유류비 등을 지원
- 따뜻한 겨울나기 지원 사업(Warming Up Korea)
ㆍ한국가스안전공사 봉사팀과 함께 매년 5곳의 열악한 복지시설을 선정하여 난방용품 교체 및 가스시설 점검, 도배공사, 노후시설 리모델링, 김장지원 등의 노력 봉사를 실시","- 기타 접수 : 사회복지시설, 시군구, 읍면동 추천",
S0001018914,숙정재단 장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018914&wlfareInfoReldBztpCd=03,숙정재단,,, ,,20130204,20991231,진행중,교육,,"청년,청소년,아동",,생계지원,,,,,,"- 학교장 추천을 받은 고등학생, 대학생","- 고등학생 160만원, 대학교 신입생 400만원, 대학교 재학생 300만원(1년간 지급)","- 우편 접수: 충청남도 부여군 규암면 흥수로 759 
- 공고: 매년 1월 말, 7월 말","- 신청서, 성적증명서, 학교장 추천서"
S0001012600,해외 교환장학생,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001012600&wlfareInfoReldBztpCd=03,미래에셋박현주재단,,, ,,20130204,20991231,진행중,교육,,청년,,생계지원,,,,,,,"- 교환학생 프로그램에 참여하는 대학생의 학업 및 생활지원
- 미주/유럽/기타 700만원, 아시아 500만원","- 매년 3월, 9월 공고
- 방문접수: 모교 장학금 담당부서",
S0014641428,project S,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014641428&wlfareInfoReldBztpCd=03,cj 문화재단,,, ,,20140101,20991231,진행중,문화·여가,,,,생계지원,,,,,,"- 작가, 감독, 프로듀서 제한 없이 지원 창작물에 대한 저작권 소유자 및 리메이크나 동의를 획득한 자(서류제출)
- 극영화, 다큐멘터리 : 장편 크레딧(연출, 각본, 프로듀서) 미보유자
- 타 기관으로부터 기획개발비 지원을 받은 작품 제외
- 1팀(1인)당 1작품 만 지원","- 팀별 개별 면담을 통한 성장 지원 프로그램의 맞춤 구성
- 성장지원금 최대 1,000만원
- 전문가 컨설팅, 모니터링, 멘토링, 파트너 매칭 등 창작물 성장 지원 프로그램 제공
- 인적 네트워킹 및 투자 유치, 프로젝트 피칭 등을 통한 시장 진출 독려
- 시나리오 번역 등 후속 지원","- 인터넷접수 : http://www.cjazit.org/support/projects_support.asp
- 공고: 매년 2월(공지확인)",- 지원 신청서
S0011474476,걱정해결사업(의료비지원),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0011474476&wlfareInfoReldBztpCd=03,메리츠화재,,, ,,20121002,20991231,진행중,"정신건강,신체건강",저소득,,,건강·의료,,,,,,- 저소득 위기가정,"- 메리츠화재 91가지 걱정해결사업 비급여 의료비지원
ㆍ공동모금회를 통해 메리츠화재와 업무협약을 진행한 지자체 예산 지원",,
S0006099387,스테이지업(뮤지컬리딩 워크샵),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0006099387&wlfareInfoReldBztpCd=03,cj 문화재단,,, ,,20140101,20991231,진행중,문화·여가,,,,생계지원,,,,,,"- 작곡가, 작가로 구성된 팀 
- 국내외 상업 프러덕션에서 창작자로 3회 이하 참여한 자 
- 한국 국적자에 한함",- 저작권에 저촉되지 않는 1시간~1시간 30분 내외 분량의 창작 뮤지컬,"- 인터넷접수: http://www.cjazit.org/ 
- 3월 ~ 5월","- 참가신청서 1부
- 작품개요서(A4 기준 3매 내외/항목 중 작품개발기간, 지원금은 작성 안해도 무방함)
- 시놉시스(줄거리, 등장인물, 막/장 구분, A4지 10페이지 분량)"
S0006099374,Tune Up(음악),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0006099374&wlfareInfoReldBztpCd=03,cj 문화재단,,, ,,20140811,20991231,진행중,문화·여가,,,,생계지원,,,,,,"- 앨범을 발매하지 않았거나, 정규 앨범을 발매한지 1년이 경과하지 않은 신인 뮤지션
- 정규 앨범 기준 5장 미만 발매 기성 뮤지션","- 국내 뮤직페스티벌<튠업스테이지> 참여 기회 제공 등
- 정규 음반 제작 및 홍보 마케팅 지원","- 인터넷 접수 : <a title=""접수페이지 새창열기"" href=""http://www.cjazit.org"" target=""_blank"">www.cjazit.org</a>
- 매년 8월~9월 공고 참조","- 음원 3곡, 동영상 1곡(음원 중 1곡과 동일한 동영상)"
S0006099372,스테이지업(공간지원 사업),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0006099372&wlfareInfoReldBztpCd=03,cj 문화재단,,, ,,20140101,20991231,진행중,문화·여가,,,,생계지원,,,,,,"- 제작 및 홍보마케팅 등 프로덕션 운영이 가능하며 한국 국적을 가진 모든 창작자
- 국내 창작단체/극단
- 국내 창작공연 작품(연극, 뮤지컬, 무용 등)","- 3주간 공연장 및 부대장비, 작품제작비 800만원 지원","- 인터넷 접수 : http://www.cjazit.org/ 
- 연중 상시","- 희곡
- 참가지원서
- 작품개요(CJ아지트 홈페이지에서 다운받아 작성)"
S0014764409,cj 대중음악 장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014764409&wlfareInfoReldBztpCd=03,cj 문화재단,,, ,,20130101,20991231,진행중,교육,,청년,,생계지원,,,,,,"- 대한민국 국적으로 대중음악 전공자 
- 해외소재 주요 음대 재학중이거나 입학예정이며, 성적장학금 수여자 및 수여예정자 
- 버클리음대 제외(CJ스콜라십 별도 운영)","- 월 600달러의 생활비, 기본 6개월, 최대 3년까지 연장 가능",- 홈페이지 공고 확인(매년 5~6월 경 공고) www.cjculturefoundation.org,
S0001012605,푸르덴셜장학제도,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001012605&wlfareInfoReldBztpCd=03,푸르덴셜사회공헌재단,,, ,,20130204,20991231,진행중,교육,,"청년,아동,청소년",,생계지원,,,,,,- 보험금 수익자 가정(유가족),"- 고등학교 입학금(200만원), 대학교 입학금(300만원)",- 기타 접수: 보험설계사에게 신청,"- 입학증명서
- 합격증명서
- 수급자 증명서 등(수급자 증명서 등 해당하는 사람만 제출)"
S0006217871,희망듬뿍(Book),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0006217871&wlfareInfoReldBztpCd=03,미래에셋박현주재단,,, ,,20130101,20991231,진행중,교육,저소득,"청소년,아동",,아동지원,,,,,,"- 책읽기를 좋아하지만 형편상 어려움을 겪는 전국 만 6세 이상, 18세 미만 아동청소년
- 아동복지시설의 교사, 복지사, 초중고등학교 교사 등의 추천을 받은 청소년",- 학생 1인당 새 책 10권(5권씩 연 2회),- 온라인 접수(1인당 최대 40명),
S0014641441,밀알첼로앙상블 '날개',,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014641441&wlfareInfoReldBztpCd=03,밀알복지재단,,, ,,20141001,20991231,진행중,문화·여가,장애인,"아동,청소년",,아동지원,,,,,,"- 만 10세~20세의 등록발달장애 아동, 청소년으로 첼로 혹은 악기 연주 가능자 
- 정해진 연습 및 연주일정에 성실히 임할 수 있는 자","- 첼로앙상블을 조직하여 개인, 앙상블, 오케스트라 레슨 등 전문음악교육을 제공 
- 음악 자원봉사 및 공연활동","- 결원시 홈페이지 공고, 오디션 실시
- 이메일 접수: miral4664@hanmail.net 
- 우편 접수: (우135-884) 서울시 강남구 밤고개로 1길 34(수서동 한울오피스텔) 201호 밀알복지재단",
S0014641442,'짱아야 학교가자' 장애아동 토요학교,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014641442&wlfareInfoReldBztpCd=03,밀알복지재단,,, ,,20140101,20991231,진행중,교육,장애인,"청소년,아동",,일자리,,,,,,- 만 18세 미만의 저소득 취약계층 장애아동,"- 장애아동에게는 일상생활훈련, 음악활동 등 다양한 교육프로그램 제공 
- 장애아동 보호자에게는 부모교육 제공","- 이메일 접수: miral4664@hanmail.net 
- 우편 접수: (우135-884) 서울시 강남구 밤고개로 1길 34(수서동 한울오피스텔) 201호 밀알복지재단 
- 매년 1월 접수",- 신청서 1부
S0014764424,위기가정지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0014764424&wlfareInfoReldBztpCd=03,밀알복지재단,,, ,,20130101,20991231,진행중,주거,저소득,,,생계지원,,,,,,"- 정보공개에 동의한 사연제공 저소득가정(정기후원대상자 제외, 중위소득 80%이하)","- 생활안정비, 주거비, 의료비, 교육비, 보장구구입비, 기타(중복지원 가능) 
- 20만원이상 ~ 400만원 이하(모금액의 85%, 최소지원금 20만원 보장)
ㆍ400만원을 초과한 모금액은 해당 대상자 외 빈곤가정 위기극복지원사업비로 사용하는 것을 원칙으로 함
ㆍ지원금은 지원대상자 담당 사회복지사의 지원계획서에 따라 집행","- 이메일 접수: miral4664@hanmail.net 
- 연중 수시 접수","- 공통서류 
ㆍ1차: 저소득가정 위기극복지원사업신청서 1부
ㆍ2차 공통사항: 주민등록등본 1부, 의료급여증명서 또는 건강보험증 1부 

- 추가서류
ㆍ2차 선택사항: 임대차계약서 또는 무료임대확인서 1부(무료임대일 경우), 부채증명원 1부 (부채가 있는 경우), 소득증명서 1부(동거인 중 근로소득이 있는 경우), 수급자증명서 1부 (수급자의 경우)"
S0001019577,장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001019577&wlfareInfoReldBztpCd=03,유영학술재단,,, ,,20130208,20991231,진행중,교육,저소득,"아동,청소년",,생계지원,,,,,,"- 각 학교에서 추천된 중학생, 고등학생","- 1인당 중학생 100만원, 고등학생 180만원(4월과 8월 분할 지급)","- 매년 3월 공고 
- 이메일 접수: yyrf@hanmail.net",
S0033668329,영양교육 & 영양제 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0033668329&wlfareInfoReldBztpCd=03,㈜함소아&함소아제약,,, ,,20140801,20991231,진행중,"신체건강,정신건강",,"아동,청소년",,아동지원,,,,,,"- 드림스타트, 위스타트 대상 아동",- 우리몸에 필요한 영양을 제공하여 면역지능 유지 및 성장발달에 도움을 줌,- 각 지역 센터 공고시,
S9765703141,심리정서지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765703141&wlfareInfoReldBztpCd=03,굿네이버스,,, ,,20150817,20991231,진행중,"정신건강,신체건강",,"아동,청소년",,아동지원,,,,,,"- 심리, 정서적 도움이 필요한 아동 및 가족","- 전문적인 상담, 치료 및 지속적인 사후관리 등 통합적 서비스 제공을 통해 아동, 청소년의 정신건강문제에 적극적으로 대응하여 지역사회 변화를 실천",- 각 지역별  좋은마음센터 이용(위치 : 홈페이지 참조),
S9765712488,전기안전봉사,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765712488&wlfareInfoReldBztpCd=03,한국전기안전공사,,, ,,20150817,20991231,진행중,주거,,,,안전위기,,,,,,"- 영세지역 또는 취약지역(도시빈촌, 농어촌 및 산간벽지, 도서지역 등)에 거주하는 시설개선능력이 없는 고객, 사회복지시설 및 기타 지원이 필요한 곳",- 전기안전점검 부적합 설비 수리 및 개선,- 전화 문의: 1588-7500,
S0001012604,소외계층지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001012604&wlfareInfoReldBztpCd=03,롯데재단,,, ,,20140101,20991231,진행중,,"다문화·탈북민,저소득","노년,아동,청소년",,아동지원,,,,,,"- 무의탁독거노인, 저소득층아동, 소년소녀가장, 결식학생, 북한이탈주민, 결핵ㆍ한센병환자, 다문화가정, 노숙자 등",- 지원요청 내용 검토 후 결정,- 기타 접수: 거주지 관할 시/군/구청장,
S0001018909,산재 외국인근로자 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018909&wlfareInfoReldBztpCd=03,롯데재단,,, ,,20150204,20991231,진행중,"신체건강,정신건강",다문화·탈북민,,,일자리,,,,,,- 산재 외국인 근로자,"- 국내 취업 중 사망 또는 산재 당한 외국인 근로자를 10개 등급으로 분류해 상해 정도를 확인한 후 소속 주한 대사관 직원의 입회 하에 지원금을 지급
- 외국인근로자 무료병원, 무료진료소 의약품 지원
- 외국인근로자상담소 지원
- 금액 미정","- <a href=""http://www.lottefoundation.or.kr"" target=""_blank"" title=""[새창]산재 외국인근로자 지원-신청방법"">www.lottefoundation.or.kr</a> 본인인증(연중)","- 외국인 근로자 사고조사보고서 1부
- 외국인 근로자 상담소 현황 관련 설문지 1부
- 외국인 근로자 무료 병원 현황 관련 설문지 1부 중 택 1"
S0006217879,장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0006217879&wlfareInfoReldBztpCd=03,롯데재단,,, ,,20150704,20991231,진행중,교육,저소득,청년,,생계지원,,,,,,"- 롯데 희망장학금: 전과정(예체능 제외) 및 한국장학재단 소득 3분위 이하 가정학생 
- 롯데 미래인재장학금: 전 학과(예체능 제외) 및 성적이 우수한 학생","- 장학금 지급
- 금액 미정","- 인터넷 접수: www.lottefoundation.or.kr 
- 매년 10~12월 공고",
S0001018907,드림클래스,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018907&wlfareInfoReldBztpCd=03,삼성재단,,, ,,20150101,20991231,진행중,교육,저소득,"청소년,아동",,생계지원,,,,,,"- 저소득 가정
- 국내 재학중인 대학생(휴학생 신청불가, 차기학기 복학 예정자 지원가능)
- 활동기간 중 실습, 인턴, 연수 등 지속활동이 어려울 것으로 예상되는 경우 지원불가
ㆍ기초생활수급권자, 차상위계층 가산점 부여","- 방과후 영어, 수학 학습 제공(주중/주말 선택, 총 주 8시간, 방학캠프)
- 장학금 지급(대상 중학생 학습 시간당 37,500원)
ㆍ타 장학금 중복수혜 여부는 전화문의",- 홈페이지(dreamclass.org) 회원가입 후 신청,
S0015887030,소중한 나눔 무한행복,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0015887030&wlfareInfoReldBztpCd=03,MBN매일방송국,,, ,,20131111,20991231,진행중,,저소득,,,생계지원,,,,,,- 도움이 필요한 가구,- ARS 모금후원금 전달(소중한 나눔 무한행복),- 인터넷 사연접수(www.mbn.co.kr > 소나무),
S9765655215,행복가정학습지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S9765655215&wlfareInfoReldBztpCd=03,KT&G복지재단,,, ,,20150514,20991231,진행중,교육,저소득,"청소년,아동",,아동지원,,,,,,"- 아동, 청소년 사업 수행중인 사회복지기관 저소득 아동(만7세~18세)","- 학습물품 구입비 10만원(도서, 학용품, 가방, 교복 등)","- 홈페이지 신청, 사연심사 및 네티즌 추천, 매월 50명 선정 ktngwelfare.org",
S0001018897,장학사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018897&wlfareInfoReldBztpCd=03,동부문화재단,,, ,,20160128,20991231,진행중,교육,,청년,,생계지원,,,,,,"- 서울 주요권 대학, 지방 국립대(총 30개 대학) 대학생 및 대학원생","- 등록금 전액
- 금액 미정",- 기타 접수: 학교 추천,"- 장학지원서 1부
- 성적증명서 1부
- 학교추천서 1부"
S0001018894,SK뉴스쿨,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018894&wlfareInfoReldBztpCd=03,행복나눔재단,,, ,,20151101,20991231,진행중,교육,저소득,청년,,생계지원,,,,,,- 청년,"- 1년 동안 요리교육, 인문 예술 교육 등",- 이메일 접수 : skhappiness@skhappiness.org,"- 신청서
- 추천서(기관 담당자 등)"
S0001018880,포스코비전장학,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=S0001018880&wlfareInfoReldBztpCd=03,포스코청암재단,,, ,,20130201,20991231,진행중,교육,저소득,"청년,청소년,아동",,생계지원,,,,,,- 포항 또는 광양시 소재 기초생활수급가정(해당지자체 인정)으로 대학진학예정자,- 연간 360만원의 장학금을 7학기까지 지급,- 방문접수: 학교 제출,"- 공통서류
ㆍ지원서(사진 부착), 자기소개서, 고등학교 전학년 성적증명서, 대학합격통지서(예비합격자는 예비합격 순위가 적혀 있는 서류), 기초생활수급대상자 증명서"
