출처,복지사업ID,복지사업명,설명,소관기관,대표연락처,온라인신청,주소,시작일,종료일,태그,지원대상,서비스내용,신청방법,필요서류,관심주제,대상특성,생애주기,기준,지원범위,지원주기,오프라인,대리 신청 가능,지급 방식,지원가능한 나이
지자체,WLF00001132,생계급여(맞춤형 급여),생활이 어려운 사람에게 필요한 급여를 실시하여 최저생활을 보장하고 자활을 돕습니다.,보건복지부 기초생활보장과,129,N, ,20090131,19700101,,"저소득, 청년,중장년,청소년, 19~39세,40~64세,13~18세, 기준중위소득","생활지원, 현금지급","방문, 대리인(배우자, 친족, 관계인),본인",,생활지원,저소득,"청년,중장년,청소년",기준중위소득,해당없음(전체가구),월,Y,Y,현금지급,"19~39세,40~64세,13~18세"
지자체,WLF00001164,기초연금,노인에게 기초연금을 지급하여 안정적인 소득기반을 제공함으로써 노인의 생활안정을 지원합니다.,보건복지부 기초연금과,129,Y, ,20140701,19700101,,"저소득, 노년, 65세이상, 기타 자산기준","생활지원,서민금융, 현금지급","모바일앱,인터넷,방문, 대리인(배우자, 친족, 관계인),본인,관할시군구청 공무원,사회복지시설 종사자",,"생활지원,서민금융",저소득,노년,기타 자산기준,기타,월,Y,Y,현금지급,65세이상
지자체,WLF00001155,노인일자리 및 사회활동 지원사업,활기차고 건강한 노후생활을 영위할 수 있도록 다양한 일자리를 제공하고 사회활동을 지원하여 노인 복지 향상에 기여합니다.,보건복지부 노인지원과,1544-3388,Y, ,20040101,19700101,,"노년, 40~64세,65세이상, 기준중위소득","일자리, 현금지급","인터넷,방문, 본인",,일자리,,노년,기준중위소득,기타,월,Y,N,현금지급,"40~64세,65세이상"
지자체,WLF00000024,아이돌봄 서비스,맞벌이를 하거나 갑자기 아이를 돌볼 수 없는 일이 생겼을 때 육아 도우미가 방문하여 12세 이하 자녀의 양육을 도와줍니다.,여성가족부 가족문화과,1577-8136,Y, ,20120301,19700101,,"장애인,한부모·조손,다문화·탈북민,다자녀, 아동,청소년,영유아, 6~12세,0~5세, 건강보험료 월 납입금액 (장기요양보험료 제외)","보호·돌봄,보육, 기타","인터넷,방문, 본인",,"보호·돌봄,보육","장애인,한부모·조손,다문화·탈북민,다자녀","아동,청소년,영유아",건강보험료 월 납입금액 (장기요양보험료 제외),해당없음(전체가구),수시,Y,N,기타,"6~12세,0~5세"
지자체,WLF00000060,청년내일저축계좌,"근로빈곤층 청년의 생계수급자 등으로의 하락을 사전에 예방하고, 일하는 중간계층 청년이 사회에 안착할 수 있도록 자산형성을 지원합니다.",보건복지부 자활정책과,129,Y, ,20180401,19700101,청년내일저축계좌,"저소득, 청년, 19~39세, 기준중위소득","서민금융, 현금지급","방문,인터넷, 본인",,서민금융,저소득,청년,기준중위소득,해당없음(전체가구),월,Y,N,현금지급,19~39세
지자체,WLF00001068,한부모가족 아동양육비 지원,저소득 한부모가족 및 조손가족이 가족의 기능을 유지하고 안정된 생활을 할 수 있도록 아동 양육비를 지원합니다.,여성가족부 가족지원과,1644-6621,Y, ,19920101,19700101,한부모가족,"한부모·조손, 13~18세,6~12세,19~39세,0~5세, 기준중위소득","생활지원,보육,교육, 현금지급","우편,방문,인터넷, 본인,대리인(배우자, 친족, 관계인)",,"생활지원,보육,교육",한부모·조손,,기준중위소득,"한부모 가구,조손가구",월,Y,Y,현금지급,"13~18세,6~12세,19~39세,0~5세"
지자체,WLF00001089,교육급여(맞춤형 급여),생계유지 능력이 없거나 생활이 어려운 자에게 필요한 교육급여를 지급하여 빈곤층 교육비 부담을 경감하고 실질적인 교육기회를 보장합니다.,교육부 학생맞춤통합지원과,129,Y, ,20090101,19700101,,"저소득, 아동,청소년, 13~18세,6~12세, 기준중위소득","교육, 현금지급,전자바우처(바우처)","방문,인터넷, 본인,관할시군구청 공무원,사회복지시설 종사자,대리인(배우자, 친족, 관계인)",,교육,저소득,"아동,청소년",기준중위소득,해당없음(전체가구),년,Y,Y,"현금지급,전자바우처(바우처)","13~18세,6~12세"
지자체,WLF00001103,초중고 교육비 지원사업(고교학비 지원),형편이 어려운 저소득층 가정의 자녀에게 교육의 기회를  보장하기 위해서 학비를 지원합니다.,교육부 학생맞춤통합지원과,1544-9654,Y, ,20120101,19700101,,"한부모·조손,저소득, 아동,청소년, 65세이상,13~18세,40~64세,19~39세,6~12세, 기준중위소득","교육, 현물지급,감면,실물바우처","방문,인터넷, 대리인(배우자, 친족, 관계인),본인,사회복지시설 종사자",,교육,"한부모·조손,저소득","아동,청소년",기준중위소득,해당없음(전체가구),수시,Y,Y,"현물지급,감면,실물바우처","65세이상,13~18세,40~64세,19~39세,6~12세"
지자체,WLF00004602,1인가구 생활불편해소 서비스 ,"서초구에 혼자 거주하고 있는 이들의 생활 속 불편함과 어려움을 해소하고 여가, 문화, 커뮤니티를 지원", 서울특별시 서초구 밝은미래국 아동청년과,,N,서울특별시 서초구,20190401,19700101,,"청년,중장년,노년",기타,"인터넷,방문, 본인",,,,"청년,중장년,노년",해당없음,1인 가구,수시,Y,N,기타,
지자체,WLF00003229,긴급복지 사회복지시설이용지원,생계곤란 등의 위기상황에 처하여 도움이 필요한 사람을 일시적으로 신속하게 지원함으로써 이들이 위기상황에서 벗어나도록 합니다.,보건복지부 기초생활보장과,129,N, ,20060101,19700101,긴급복지,"저소득, 40~64세,65세이상,6~12세,19~39세,13~18세,0~5세, 기준중위소득","생활지원,보호·돌봄, 현물지급",,,"생활지원,보호·돌봄",저소득,,기준중위소득,해당없음(전체가구),월,N,Y,현물지급,"40~64세,65세이상,6~12세,19~39세,13~18세,0~5세"
지자체,WLF00000027,장애인 운전교육 사업,중증장애인의 운전면허 취득에 필요한 실기(기능 및 도로주행) 교육과  면허증을 소지한 중도장애인의 운전 적응을 위한 순회교육을 실시하여 장애인의 이동권을 증진하고 사회참여를 확대합니다.,보건복지부 장애예방운전지원과,02-901-1553,N, ,20110101,20251231,,"장애인, 중장년,청소년,청년,노년",프로그램/서비스(서비스),"방문,전화,우편,E-mail, 본인",,,장애인,"중장년,청소년,청년,노년",해당없음,해당없음(전체가구),수시,Y,N,프로그램/서비스(서비스),
지자체,WLF00000091,한부모가족복지시설 지원,저소득 무주택 한부모가족의 안정을 위해 일정기간동안 한부모가족복지시설에 거주할 수 있도록 지원합니다.,여성가족부 가족지원과,시군구청 관련 부서,N, ,19870101,19700101,한부모가족,"한부모·조손, 청년,아동,영유아,청소년, 6~12세,13~18세,19~39세,0~5세, 기준중위소득","주거,보호·돌봄, 시설입소,기타","방문, 본인",,"주거,보호·돌봄",한부모·조손,"청년,아동,영유아,청소년",기준중위소득,한부모 가구,수시,Y,N,"시설입소,기타","6~12세,13~18세,19~39세,0~5세"
지자체,WLF00005650,신입생 입학준비금 지원,신입생 입학준비금 지원을 통한 학부모의 교육비 부담 경감 및 보편적 교육복지 실현, 서울특별시 노원구 문화도시행정국 교육지원과,,N,서울특별시 노원구,20231001,19700101,,"청소년,아동","교육, 기타","방문,E-mail, 본인,대리인(배우자, 친족, 관계인)",,교육,,"청소년,아동",해당없음,해당없음(전체가구),1회성,Y,Y,기타,
지자체,WLF00002280,저소득 장애인 명절위문금 지급,생활이 어려운 저소득(장애인) 이웃에게 훈훈한 명절이 될 수 있도록 하기 위함, 서울특별시 도봉구 복지가족국 어르신장애인과,,N,서울특별시 도봉구,20120101,19700101,,"저소득,장애인","서민금융, 현금지급",,,서민금융,"저소득,장애인",,,해당없음(전체가구),1회성,N,Y,현금지급,
지자체,BOK00000939,2025년 자립준비청년을 위한 리스타트 금융교육,자립을 준비하는 청년들에게 실생활에 필요한 자산 운용 교육(사회적 금융교육)을 진행하여 스스로 자립할 수 있는 역량을 키우고자 합니다.,청년네트워크 지오이드,,, ,20250114,20251231,,"저소득, 청년, 13~18세,19~39세","교육,생활지원,서민금융",,,"교육,생활지원,서민금융",저소득,청년,,,,N,Y,,"13~18세,19~39세"
지자체,WLF00005410,서울런(Seoul-Learn),사회경제적 이유로 교육자원에 접근이 어려운 취약계층에게 공적 플랫폼을 통해 다양한 교육 서비스를 지원함으로써 공정한 교육 기회를 제공하기 위한 사업임, 서울특별시 평생교육국 교육지원정책과,,N,서울특별시 ,20210827,19700101,,"저소득,다문화·탈북민,보훈대상자,한부모·조손, 아동,청소년, 기준중위소득",프로그램/서비스(서비스),"인터넷, 본인,대리인(배우자, 친족, 관계인)",,,"저소득,다문화·탈북민,보훈대상자,한부모·조손","아동,청소년",기준중위소득,해당없음(전체가구),수시,N,Y,프로그램/서비스(서비스),
지자체,WLF00000843,저소득층 여성청소년 생리용품 지원사업,저소득층 여성 청소년들에게 생리물품 구입비용을 지원하여 여성 청소년의 건강한 성장 및 발달을 지원하고 건강권을 보장, 서울특별시 평생교육국 청소년정책과,,N,서울특별시 ,20180101,19700101,,"한부모·조손,저소득, 청소년",전자바우처(바우처),"방문,모바일,인터넷, 본인",,,"한부모·조손,저소득",청소년,해당없음,해당없음(전체가구),반기,Y,N,전자바우처(바우처),
지자체,BOK00000926,다문화가족 인재DB,다문화가족의 인재 성장 및 사회참여 활성화를 위해 다문화가족 인재정보를 모집·활용하는 다문화가족 인재데이터베이스를 운영합니다. ,한국건강가정진흥원,,, ,20240101,20991231,,"다문화·탈북민, 청년,청소년,중장년",일자리,,,일자리,다문화·탈북민,"청년,청소년,중장년",,,,N,Y,,
지자체,BOK00000925,다양한가족 수용성 제고 교육,"일반 국민을 대상으로 다문화 및 다양한 가족에 대한 이해를 돕고, 포용적 인식을 확산할 수 있도록 지원하는 교육입니다.",한국건강가정진흥원,,, ,20240101,20991231,,"다문화·탈북민, 영유아,청년,임신 · 출산,청소년,아동","문화·여가,교육",,,"문화·여가,교육",다문화·탈북민,"영유아,청년,임신 · 출산,청소년,아동",,,,N,Y,,
지자체,BOK00000922,"IBK와 함께하는 세이프 콜, 세이프 머니",전자통신금융사기(보이스피싱) 피해 예방 및 인식제고를 위해 보이스피싱 예방교육과 보상보험료를 1년간 지원합니다.,대한사회복지회,,, ,20241029,20250928,,"저소득,다자녀,장애인,한부모·조손,보훈대상자,다문화·탈북민, 노년,중장년,청년, 19~39세,40~64세","안전·위기,보호·돌봄,서민금융,교육,생활지원",,,"안전·위기,보호·돌봄,서민금융,교육,생활지원","저소득,다자녀,장애인,한부모·조손,보훈대상자,다문화·탈북민","노년,중장년,청년",,,,N,Y,,"19~39세,40~64세"
지자체,BOK00000920,전기통신 금융사기 피해지원사업(보이스피싱제로-2차년도),전기통신 금융사기 전기통신 금융사기 피해자 대상으로 경제적 지원을 비롯하여 법률·심리 상담을 지원하여 무너진 일상을 회복시키고 재기할 수 있도록 돕는 사업입니다.,사회복지법인 굿네이버스 보이스피싱제로 사무국,,, ,20241028,20250930,,"저소득, 청년,청소년,중장년,노년, 65세이상,19~39세,40~64세","정신건강,안전·위기,서민금융,법률",,,"정신건강,안전·위기,서민금융,법률",저소득,"청년,청소년,중장년,노년",,,,N,Y,,"65세이상,19~39세,40~64세"
지자체,BOK00000918,심장질환 및 희귀난치성질환 아동청소년 지원사업,심장질환 및 희귀난치성질환을 진단받은 아동청소년이 시의적절한 치료를 통해 건강하게 성장할 수 있도록 돕고자 합니다.,사회복지법인 밀알복지재단,,, ,20241001,20250930,,"장애인,저소득, 청소년,아동,영유아","생활지원,신체건강",,,"생활지원,신체건강","장애인,저소득","청소년,아동,영유아",,,,N,Y,,
지자체,WLF00002135,청소년 건전육성,청소년증 발급과 청소년 이용시설의 이용료 할인 제고를 통해 청소년들의 교통편의 및 문화활동을 증진함으로써 청소년의 건강한 성장 지원, 서울특별시 강동구 복지가족국 아동청소년과,,N,서울특별시 강동구,20130101,19700101,,청소년,기타,"방문, 본인,대리인(배우자, 친족, 관계인)",,,,청소년,해당없음,해당없음(전체가구),1회성,Y,Y,기타,
지자체,WLF00000823,아동친화도시 인프라구축 등 조성,아동 최선의 이익보장 및 아동권리 증진, 서울특별시 강동구 복지가족국 아동청소년과,,N,서울특별시 강동구,20160101,19700101,,"아동,영유아,청소년",프로그램/서비스(서비스),,,,,"아동,영유아,청소년",해당없음,해당없음(전체가구),년,N,Y,프로그램/서비스(서비스),
지자체,WLF00004629,독립유공생활지원수당 지원,대한민국의 자주독립을 위해 헌신하신 독립유공자들의 희생에 감사하고 예우를 다하고자 서울시 독립유공생활지원수당을 지원하고자 함, 서울특별시 복지정책실 복지기획관 복지정책과,,N,서울특별시 ,20200301,19700101,,기준중위소득,"서민금융, 현금지급",,,서민금융,,,기준중위소득,해당없음(전체가구),월,N,Y,현금지급,
지자체,WLF00003884,참전명예수당 ,나라를 위해 헌신한 6.25 및 월남전 참전유공자를 예우하고 명예를 선양하기 위해 서울시 참전명예수당을 지원, 서울특별시 복지정책실 복지기획관 복지정책과,,N,서울특별시 ,20100701,19700101,,보훈대상자,"서민금융,입양·위탁, 현금지급","방문, 본인",,"서민금융,입양·위탁",보훈대상자,,,해당없음(전체가구),월,Y,N,현금지급,
지자체,WLF00002231,국가유공자 보훈예우수당,나라를 위해 헌신하였으나 상대적으로 소외되었던 국가유공자를 예우하고 명예를 선양하기 위해 서울시 보훈예우수당을 지원함, 서울특별시 복지정책실 복지기획관 복지정책과,,N,서울특별시 ,20171001,19700101,,"보훈대상자, 중장년,노년","서민금융, 현금지급",,,서민금융,보훈대상자,"중장년,노년",해당없음,해당없음(전체가구),월,N,Y,현금지급,
지자체,WLF00005440,대중교통비 환급 지원(K-패스),정기적 대중교통 이용을 지원하여 대중교통을 자주 이용하는 서민·청년층 등의 교통비 부담을 완화하고 대중교통 이용을 촉진합니다.,국토교통부 광역교통경제과,031-427-4415,N, ,20240501,19700101,,"저소득,다문화·탈북민, 중장년,노년,청년, 65세이상,40~64세,19~39세","생활지원, 기타",,,생활지원,"저소득,다문화·탈북민","중장년,노년,청년",해당없음,해당없음(전체가구),월,N,Y,기타,"65세이상,40~64세,19~39세"
지자체,WLF00005448,다문화가족 자녀 교육활동비 지원,학교 적응이나 학습에 어려움을 겪는 저소득 다문화 자녀에게 학력격차 해소를 위한 교육활동비를 지원합니다.,여성가족부 다문화가족과,1577-1366,N, ,20240101,19700101,다문화가족,"다문화·탈북민, 아동,청소년, 19~39세,6~12세,13~18세, 기준중위소득","교육, 전자바우처(바우처)","방문, 본인,대리인(배우자, 친족, 관계인)",,교육,다문화·탈북민,"아동,청소년",기준중위소득,다문화가구,년,Y,Y,전자바우처(바우처),"19~39세,6~12세,13~18세"
지자체,WLF00005567,전국민 마음투자 지원사업,우울·불안 등 정서적 어려움으로 인해 심리상담이 필요한 국민에게 전문적인 심리상담 서비스를 제공합니다.,보건복지부 정신건강관리과,129,Y, ,20240701,19700101,,"청년,중장년,노년,청소년, 40~64세,19~39세,0~5세,13~18세,65세이상,6~12세","정신건강, 전자바우처(바우처)","방문,인터넷, 관할시군구청 공무원,대리인(배우자, 친족, 관계인),본인",,정신건강,,"청년,중장년,노년,청소년",해당없음,해당없음(전체가구),년,Y,Y,전자바우처(바우처),"40~64세,19~39세,0~5세,13~18세,65세이상,6~12세"
지자체,WLF00003173,장애인스포츠강좌이용권 지원,"장애인 대상 스포츠 참여 기회를 제공하여 삶의 질 향상, 사회적 소외감을 해소하여 사회통합에 기여합니다.",문화체육관광부 장애인체육과,1551-0078,N, ,20191001,19700101,,"저소득,장애인, 노년,중장년,청년,청소년,아동, 6~12세,19~39세,65세이상,40~64세,13~18세, 도시근로자 월평균 소득,소득최고 기준액,기준중위소득,건강보험료 월 납입금액 (장기요양보험료 제외)","문화·여가, 전자바우처(바우처),실물바우처","방문,인터넷, 사회복지시설 종사자,본인",,문화·여가,"저소득,장애인","노년,중장년,청년,청소년,아동","도시근로자 월평균 소득,소득최고 기준액,기준중위소득,건강보험료 월 납입금액 (장기요양보험료 제외)",해당없음(전체가구),월,Y,Y,"전자바우처(바우처),실물바우처","6~12세,19~39세,65세이상,40~64세,13~18세"
지자체,WLF00005631,아가와 엄마를 위한 무료 공익보험(우체국대한민국 엄마보험),자녀의 희귀질환과 엄마의 임신질환을 보장하는 공익보험으로 별도의 조건없이 국가(우체국)에서 보험료 전액을 지원합니다. ,과학기술정보통신부 보험기획과,1599-0100,N, ,20231124,19700101,,"임신 · 출산,영유아,아동, 6~12세,0~5세","임신·출산,보육, 기타","방문,인터넷,모바일앱, 본인",,"임신·출산,보육",,"임신 · 출산,영유아,아동",해당없음,해당없음(전체가구),년,Y,N,기타,"6~12세,0~5세"
지자체,WLF00004832,관외(서울시외)학교 입학생 입학준비금 지원,모든 학생에게 공평한 교육환경 제공을 위해 무상교복 등 입학준비금 지원, 서울특별시 종로구 복지교육국 아동청소년교육과,,,서울특별시 종로구,20210301,19700101,,"아동,청소년","교육,서민금융, 지역화폐","우편,방문, 대리인(배우자, 친족, 관계인)",,"교육,서민금융",,"아동,청소년",해당없음,해당없음(전체가구),1회성,Y,Y,지역화폐,
지자체,WLF00000692,장애인활동지원 구비추가지원사업,장애인활동지원 대상자 중 서비스 지원 시간이 부족한 장애인에게 서비스를 추가 지원하여 장애인 가족의 부담을 줄이고 장애인의 자립 생활 및 사회 참여 증진, 서울특별시 서대문구 행복복지국 생활보장과,,N,서울특별시 서대문구,20130101,19700101,,"장애인,저소득, 노년,청소년,청년,아동,중장년, 기준중위소득",전자바우처(바우처),"방문, 본인,대리인(배우자, 친족, 관계인)",,,"장애인,저소득","노년,청소년,청년,아동,중장년",기준중위소득,해당없음(전체가구),년,Y,Y,전자바우처(바우처),
지자체,BOK00000981,한부모가정 심리상담 지원사업 '네 마음을 보여줘' ,한부모가정의 정서적 안정과 자녀의 심리·사회성 발달을 위한 상담을 지원하여 사회적 고립을 해소하고 지지망을 형성하고자 합니다.,홀트아동복지회,,, ,20250701,20260131,,"한부모·조손, 청년,청소년,아동",정신건강,,,정신건강,한부모·조손,"청년,청소년,아동",,,,N,Y,,
지자체,WLF00005023,청소년부모 아동양육비 지원사업,저소득 청소년부모 가구에 아동양육비를 지원하여 자녀양육 부담을 경감하고 생활의 안정을 도모합니다.,여성가족부 가족지원과,1644-6621,N, ,20220701,19700101,청소년부모,"청소년, 13~18세,6~12세,0~5세,19~39세, 기준중위소득","보육, 현금지급","방문, 대리인(배우자, 친족, 관계인),본인",,보육,,청소년,기준중위소득,기타,월,Y,Y,현금지급,"13~18세,6~12세,0~5세,19~39세"
지자체,S0014641433,장학사업,,귀뚜라미재단,,, ,20140201,20991231,,"청소년,아동",교육,,,교육,,"청소년,아동",,,,N,Y,,
지자체,S9765912359,개안수술비 지원사업,,(재)아름다운 동행,,, ,20160804,20991231,,저소득,"신체건강,정신건강",,,"신체건강,정신건강",저소득,,,,,N,Y,,
지자체,S0021437965,교육비 및 재능지원 사업'두드림 스타',,한국장애인재활협회,,, ,20100701,20991231,,"청년,아동,청소년",교육,,,교육,,"청년,아동,청소년",,,,N,Y,,
지자체,S9765881534,한부모가족 주거자금 소액대출사업 '나는 가장이다',,서울특별시한부모가족지원센터,,, ,20160101,20991231,,한부모·조손,"서민금융,주거",,,"서민금융,주거",한부모·조손,,,,,N,Y,,
지자체,S9765654115,여성가장 창업자금 지원,,한국여성경제인협회,,, ,20150508,20991231,,"한부모·조손, 청년,중장년,노년",일자리,,,일자리,한부모·조손,"청년,중장년,노년",,,,N,Y,,
지자체,S0045563885,마이크로크레딧 사업,,열매나눔재단,,, ,20100114,19700101,,"다문화·탈북민,한부모·조손,저소득,장애인, 노년,청년,중장년",일자리,,,일자리,"다문화·탈북민,한부모·조손,저소득,장애인","노년,청년,중장년",,,,N,Y,,
지자체,S9765994534,"희망사업(물품, 생계비, 교육비 지원)",- 희망사업을 통해 화상환자의 정상적인 일상 복귀를 돕습니다.,베스티안화상후원재단,,, ,20161011,20991231,,저소득,"정신건강,신체건강",,,"정신건강,신체건강",저소득,,,,,N,Y,,
지자체,WLF00001156,재취업지원서비스 시행지원,"재취업지원서비스 제도가 현장에 안착할 수 있도록 사업주에게 제도설계 컨설팅, 인사 담당자 교육 등의 서비스를 제공합니다.",고용노동부 고령사회인력정책과,044-202-7461,N, ,20210101,19700101,,"노년,중장년, 40~64세,65세이상","일자리, 기타","우편,인터넷, 본인",,일자리,,"노년,중장년",해당없음,해당없음(전체가구),수시,N,N,기타,"40~64세,65세이상"
지자체,WLF00001166,성폭력피해자 지원사업,"심리, 정서, 신체적으로 위기상태에 있는 성폭력 피해자에게 상담, 의료, 법률, 보호, 숙식제공 등의 서비스를 제공하여 피해 회복을 지원합니다.",여성가족부 성폭력방지과,1366,N, ,19940101,19700101,성폭력,"0~5세,6~12세,19~39세,13~18세,65세이상,40~64세","보호·돌봄,주거,신체건강,법률,정신건강, 현금지급","방문,전화, 대리인(배우자, 친족, 관계인),본인",,"보호·돌봄,주거,신체건강,법률,정신건강",,,해당없음,해당없음(전체가구),수시,Y,Y,현금지급,"0~5세,6~12세,19~39세,13~18세,65세이상,40~64세"
지자체,WLF00003218,의료급여(의료급여건강생활유지비),의료급여 수급권자에 대한 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 기초의료보장과,129,N, ,20090101,19700101,의료급여,"저소득,보훈대상자,다문화·탈북민, 40~64세,65세이상,13~18세,6~12세,19~39세,0~5세","신체건강,정신건강, 현금지급",,,"신체건강,정신건강","저소득,보훈대상자,다문화·탈북민",,해당없음,해당없음(전체가구),월,N,Y,현금지급,"40~64세,65세이상,13~18세,6~12세,19~39세,0~5세"
지자체,S9766204761,중증장애아동 치과진료비 지원사업,,재단법인 한국로날드맥도날드하우스,,, ,20170101,20361231,,"장애인,저소득","정신건강,신체건강",,,"정신건강,신체건강","장애인,저소득",,,,,N,Y,,
지자체,WLF00003275,범죄피해자에 대한 경제적 지원 사업,"범죄피해자자에 대해 치료, 생계지원, 장례비 지급 등을 통해 범죄피해자의 피해회복 및 재활에 기여합니다.",대검찰청 인권기획담당관,1577-2584,N, ,20150101,19700101,,"65세이상,40~64세,13~18세,0~5세,19~39세,6~12세","생활지원,신체건강,정신건강,교육, 현금지급","방문, 대리인(배우자, 친족, 관계인),본인",,"생활지원,신체건강,정신건강,교육",,,해당없음,해당없음(전체가구),월,Y,Y,현금지급,"65세이상,40~64세,13~18세,0~5세,19~39세,6~12세"
지자체,WLF00003280,전립선등 노인성질환 예방관리,"고령화와 함께 급증하고 있는 전립선 질환 등을 조기에 진단하고, 예방과 관리를 위한 교육 및 홍보를 지원합니다.",보건복지부 건강정책과,02-534-2214,N, ,20080101,19700101,,"중장년,노년, 40~64세,65세이상","신체건강, 프로그램/서비스(서비스),현물지급",,,신체건강,,"중장년,노년",해당없음,해당없음(전체가구),월,N,Y,"프로그램/서비스(서비스),현물지급","40~64세,65세이상"
지자체,WLF00004650,청소년성문화센터설치운영,"아동ㆍ청소년이 다양한 도구와 매체를 활용하여 자기 주도적으로 학습할 수 있는 상설 성교육 공간을 구축, 운영합니다.",여성가족부 아동청소년성보호과,지역별 문의처 참고,N, ,20070701,19700101,,"아동,청소년, 13~18세,6~12세","교육, 프로그램/서비스(서비스)","방문,전화,인터넷, 대리인(배우자, 친족, 관계인),본인",,교육,,"아동,청소년",해당없음,해당없음(전체가구),수시,Y,Y,프로그램/서비스(서비스),"13~18세,6~12세"
지자체,WLF00000998,보훈병원 진료,국가보훈대상자가 건강한 생활을 유지할 수 있도록 보훈병원 진료비의 일부 또는 전액을 국가가 지원합니다.,국가보훈부 보훈의료정책과,1577-0606,N, ,19700101,19700101,,"보훈대상자, 40~64세,65세이상,19~39세","신체건강,정신건강, 프로그램/서비스(서비스)",,,"신체건강,정신건강",보훈대상자,,해당없음,해당없음(전체가구),수시,N,Y,프로그램/서비스(서비스),"40~64세,65세이상,19~39세"
지자체,WLF00001177,장기요양 본인부담금 감경,노인장기요양보험 장기요양급여 이용자 중 건강보험료순위 50%이하자 및 기타의료급여 수급권자 등에게 본인부담금을 감경하여 서비스 이용부담을 완화합니다.,보건복지부 요양보험제도과,1577-1000,N, ,20090101,19700101,노인장기요양보험,"노년, 40~64세,65세이상, 기타 소득기준","생활지원,신체건강,보호·돌봄, 기타","우편,모바일앱,전화,인터넷,방문,팩스, 대리인(배우자, 친족, 관계인),본인",,"생활지원,신체건강,보호·돌봄",,노년,기타 소득기준,해당없음(전체가구),월,Y,Y,기타,"40~64세,65세이상"
지자체,WLF00001076,서민금융 활성화 지원(햇살론youth 보증사업),"금융취약계층인 대학생, 청년의 금융애로를 해소하여 학업 및 취업에 전념, 향후 제도권 금융으로 안착할 수 있도록 지원합니다.",금융위원회 서민금융과,1397,N, ,20200123,19700101,,"청년, 19~39세, 건강보험료 월 납입금액 (장기요양보험료 제외)","생활지원,서민금융, 현금대여(융자)","모바일앱, 본인",,"생활지원,서민금융",,청년,건강보험료 월 납입금액 (장기요양보험료 제외),해당없음(전체가구),1회성,N,N,현금대여(융자),19~39세
지자체,WLF00001094,"어린이집지원(교사근무환경개선비,교사겸직원장지원비)",어린이집 보육교사와 교사를 겸직하는 원장의 근로여건개선을 위해 근무환경 개선비를 지원합니다.,교육부 영유아교원지원과,02-6222-6060,N, ,20120301,19700101,,"65세이상,40~64세,19~39세","생활지원,일자리, 현금지급","인터넷, 본인,대리인(배우자, 친족, 관계인)",,"생활지원,일자리",,,해당없음,해당없음(전체가구),월,N,Y,현금지급,"65세이상,40~64세,19~39세"
지자체,WLF00001126,서민금융 활성화 지원(근로자햇살론 보증사업),제도권 금융기관을 이용하기 어려운 저신용·저소득 근로자의 생계비를 지원하여 서민층의 경제적 자립 및 자활을 지원합니다.,금융위원회 서민금융과,1397,N, ,20100701,19700101,,"19~39세,40~64세,65세이상, 건강보험료 월 납입금액 (장기요양보험료 제외),기타 소득기준","서민금융,생활지원, 현금대여(융자)","방문,인터넷, 본인",,"서민금융,생활지원",,,"건강보험료 월 납입금액 (장기요양보험료 제외),기타 소득기준",해당없음(전체가구),1회성,Y,N,현금대여(융자),"19~39세,40~64세,65세이상"
지자체,WLF00001136,보험급여(건강보험 장애인보조기기),건강보험가입자 및 피부양자 중 「장애인복지법」에 따라 등록한 장애인이 장애인보조기기를 구입할 경우 구입금액 일부를 지원합니다.,보건복지부 보험급여과,129,N, ,20090101,19700101,,"장애인, 0~5세,6~12세,19~39세,13~18세,40~64세,65세이상","신체건강, 현금지급","우편,방문,팩스, 대리인(배우자, 친족, 관계인),본인",,신체건강,장애인,,해당없음,기타,년,Y,Y,현금지급,"0~5세,6~12세,19~39세,13~18세,40~64세,65세이상"
지자체,WLF00001141,지역사회 청소년통합지원체계(청소년안전망),"학업중단, 가출, 인터넷 중독 등 위기에 처한 청소년의  건강한 성장과 복지증진을 위해 상담·보호·교육·자립 등 맞춤형 서비스를 제공합니다.",여성가족부 청소년자립지원과,02-2100-6277,N, ,20050101,19700101,,"아동,청년,청소년, 19~39세,6~12세,13~18세","생활지원,교육,보호·돌봄,정신건강, 프로그램/서비스(서비스)","인터넷,방문,전화, 대리인(배우자, 친족, 관계인),본인",,"생활지원,교육,보호·돌봄,정신건강",,"아동,청년,청소년",해당없음,해당없음(전체가구),수시,Y,Y,프로그램/서비스(서비스),"19~39세,6~12세,13~18세"
지자체,BOK00000287,난치병 아동 소원 성취 프로그램,"1. 소아암, 백혈병 등 생명의 위협을 받는 난치병 아동들의 소원 성취를 통한 심리·정서적 지지체계 확대<BR />2. 난치병 아동들의 소원 성취를 통한 가족, 이웃(자원봉사자), 지역사회 등 생태체계의 선순환 도모",재단법인 한국메이크어위시소원.별재단,,, ,20031201,19700101,,"아동,청소년",,,,,,"아동,청소년",,,,N,Y,,
지자체,S9766193094,YBM과 함께하는 어학교육지원 프로젝트,,아동자립지원단,,, ,20170810,20290831,,"다문화·탈북민,한부모·조손, 청소년,영유아,아동","교육,서민금융",,,"교육,서민금융","다문화·탈북민,한부모·조손","청소년,영유아,아동",,,,N,Y,,
